checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,default,age_group,amount_bucket,debt_burden,credit_hist_score,checking_score,risk_score,risk_segment
A11,24,A32,A42,2996,A65,A73,2,A94,A101,4,A123,20,A143,A152,1,A173,1,A191,A201,2,1,18-24,Medium,5.99,2,4,2.45,Medium Risk
A12,36,A32,A42,9034,A62,A72,4,A93,A102,1,A124,29,A143,A151,1,A174,1,A192,A201,2,1,25-34,High,36.14,2,2,2.9,Medium Risk
A14,24,A34,A42,1585,A61,A74,4,A93,A101,3,A122,40,A143,A152,2,A173,1,A191,A201,1,0,35-44,Low,6.34,1,3,1.78,Low Risk
A12,18,A32,A43,1301,A61,A75,4,A94,A103,2,A121,32,A143,A152,1,A172,1,A191,A201,1,0,25-34,Low,5.2,2,2,1.79,Low Risk
A13,6,A34,A40,1323,A62,A75,2,A91,A101,4,A123,28,A143,A152,2,A173,2,A192,A201,1,0,25-34,Low,2.65,1,1,0.9,Low Risk
A11,24,A32,A40,3123,A61,A72,4,A92,A101,1,A122,27,A143,A152,1,A173,1,A191,A201,2,1,25-34,Medium,12.49,2,4,2.94,Medium Risk
A11,36,A32,A41,5493,A61,A75,2,A93,A101,4,A124,42,A143,A153,1,A173,2,A191,A201,1,0,35-44,High,10.99,2,4,2.82,Medium Risk
A13,9,A32,A43,1126,A62,A75,2,A91,A101,4,A121,49,A143,A152,1,A173,1,A191,A201,1,0,45-59,Low,2.25,2,1,1.27,Low Risk
A12,24,A34,A43,1216,A62,A72,4,A93,A101,4,A124,38,A141,A152,2,A173,2,A191,A201,2,1,35-44,Low,4.86,1,2,1.36,Low Risk
A11,24,A32,A40,1207,A61,A72,4,A92,A101,4,A122,24,A143,A151,1,A173,1,A191,A201,2,1,18-24,Low,4.83,2,4,2.36,Medium Risk
A14,10,A32,A40,1309,A65,A73,4,A93,A103,4,A122,27,A143,A152,1,A172,1,A191,A201,2,1,25-34,Low,5.24,2,3,2.09,Medium Risk
A13,15,A34,A41,2360,A63,A73,2,A93,A101,2,A123,36,A143,A152,1,A173,1,A192,A201,1,0,35-44,Medium,4.72,1,1,1.05,Low Risk
A12,15,A31,A40,6850,A62,A71,1,A93,A101,2,A122,34,A143,A152,1,A174,2,A192,A201,2,1,25-34,High,6.85,3,2,2.31,Medium Risk
A14,24,A32,A43,1413,A61,A73,4,A94,A101,2,A122,28,A143,A152,1,A173,1,A191,A201,1,0,25-34,Low,5.65,2,3,2.12,Medium Risk
A14,39,A32,A41,8588,A62,A75,4,A93,A101,2,A123,45,A143,A152,1,A174,1,A192,A201,1,0,45-59,High,34.35,2,3,3.2,High Risk
A11,12,A32,A40,759,A61,A74,4,A93,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,2,1,25-34,Low,3.04,2,4,2.23,Medium Risk
A14,36,A32,A41,4686,A61,A73,2,A93,A101,2,A124,32,A143,A153,1,A174,1,A192,A201,1,0,25-34,Medium,9.37,2,3,2.4,Medium Risk
A13,15,A32,A49,2687,A61,A74,2,A93,A101,4,A122,26,A143,A151,1,A173,1,A192,A201,1,0,25-34,Medium,5.37,2,1,1.5,Low Risk
A12,12,A33,A43,585,A61,A73,4,A94,A102,4,A121,20,A143,A151,2,A173,1,A191,A201,1,0,18-24,Low,2.34,3,2,1.98,Low Risk
A14,24,A32,A40,2255,A65,A72,4,A93,A101,1,A122,54,A143,A152,1,A173,1,A191,A201,1,0,45-59,Medium,9.02,2,3,2.38,Medium Risk
A11,6,A34,A40,609,A61,A74,4,A92,A101,3,A122,37,A143,A152,2,A173,1,A191,A202,1,0,35-44,Low,2.44,1,4,1.78,Low Risk
A11,6,A34,A40,1361,A61,A72,2,A93,A101,4,A121,40,A143,A152,1,A172,2,A191,A202,1,0,35-44,Low,2.72,1,4,1.8,Low Risk
A14,36,A34,A42,7127,A61,A72,2,A92,A101,4,A122,23,A143,A151,2,A173,1,A192,A201,2,1,18-24,High,14.25,1,3,2.37,Medium Risk
A11,6,A32,A40,1203,A62,A75,3,A93,A101,2,A122,43,A143,A152,1,A173,1,A192,A201,1,0,35-44,Low,3.61,2,4,2.27,Medium Risk
A14,6,A34,A43,700,A65,A75,4,A93,A101,4,A124,36,A143,A153,2,A173,1,A191,A201,1,0,35-44,Low,2.8,1,3,1.51,Low Risk
A14,24,A34,A45,5507,A61,A75,3,A93,A101,4,A124,44,A143,A153,2,A173,1,A191,A201,1,0,35-44,High,16.52,1,3,2.54,Medium Risk
A11,18,A32,A43,3190,A61,A73,2,A92,A101,2,A121,24,A143,A152,1,A173,1,A191,A201,2,1,18-24,Medium,6.38,2,4,2.48,Medium Risk
A11,48,A30,A42,7119,A61,A73,3,A93,A101,4,A124,53,A143,A153,2,A173,2,A191,A201,2,1,45-59,High,21.36,4,4,4.3,High Risk
A14,24,A32,A41,3488,A62,A74,3,A92,A101,4,A123,23,A143,A152,1,A173,1,A191,A201,1,0,18-24,Medium,10.46,2,3,2.48,Medium Risk
A12,18,A32,A43,1113,A61,A73,4,A92,A103,4,A121,26,A143,A152,1,A172,2,A191,A201,1,0,25-34,Low,4.45,2,2,1.73,Low Risk
A12,26,A32,A41,7966,A61,A72,2,A93,A101,3,A123,30,A143,A152,2,A173,1,A191,A201,1,0,25-34,High,15.93,2,2,2.59,Medium Risk
A14,15,A34,A46,1532,A62,A73,4,A92,A101,3,A123,31,A143,A152,1,A173,1,A191,A201,1,0,25-34,Low,6.13,1,3,1.76,Low Risk
A14,4,A34,A43,1503,A61,A74,2,A93,A101,1,A121,42,A143,A152,2,A172,2,A191,A201,1,0,35-44,Low,3.01,1,3,1.53,Low Risk
A11,36,A32,A43,2302,A61,A73,4,A91,A101,4,A123,31,A143,A151,1,A173,1,A191,A201,2,1,25-34,Medium,9.21,2,4,2.69,Medium Risk
A11,6,A32,A40,662,A61,A72,3,A93,A101,4,A121,41,A143,A152,1,A172,2,A192,A201,1,0,35-44,Low,1.99,2,4,2.15,Medium Risk
A12,36,A32,A46,2273,A61,A74,3,A93,A101,1,A123,32,A143,A152,2,A173,2,A191,A201,1,0,25-34,Medium,6.82,2,2,1.91,Low Risk
A12,15,A32,A40,2631,A62,A73,2,A92,A101,4,A123,28,A143,A151,2,A173,1,A192,A201,2,1,25-34,Medium,5.26,2,2,1.79,Low Risk
A14,12,A33,A41,1503,A61,A73,4,A94,A101,4,A121,41,A143,A151,1,A173,1,A191,A201,1,0,35-44,Low,6.01,3,3,2.55,Medium Risk
A14,24,A32,A43,1311,A62,A74,4,A94,A101,3,A122,26,A143,A152,1,A173,1,A192,A201,1,0,25-34,Low,5.24,2,3,2.09,Medium Risk
A14,24,A32,A43,3105,A65,A72,4,A93,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,1,0,25-34,Medium,12.42,2,3,2.63,Medium Risk
A13,21,A34,A46,2319,A61,A72,2,A91,A101,1,A123,33,A143,A151,1,A173,1,A191,A201,2,1,25-34,Medium,4.64,1,1,1.05,Low Risk
A11,6,A32,A40,1374,A65,A71,4,A92,A101,3,A122,75,A143,A152,1,A174,1,A192,A201,1,0,60+,Low,5.5,2,4,2.41,Medium Risk
A12,18,A34,A42,3612,A61,A75,3,A92,A101,4,A122,37,A143,A152,1,A173,1,A192,A201,1,0,35-44,Medium,10.84,1,2,1.81,Low Risk
A11,48,A32,A40,7763,A61,A75,4,A93,A101,4,A124,42,A141,A153,1,A174,1,A191,A201,2,1,35-44,High,31.05,2,4,3.5,High Risk
A13,18,A32,A42,3049,A61,A72,1,A92,A101,1,A122,45,A142,A152,1,A172,1,A191,A201,1,0,45-59,Medium,3.05,2,1,1.33,Low Risk
A12,12,A32,A43,1534,A61,A72,1,A94,A101,1,A121,23,A143,A151,1,A173,1,A191,A201,2,1,18-24,Low,1.53,2,2,1.51,Low Risk
A14,24,A33,A40,2032,A61,A75,4,A93,A101,4,A124,60,A143,A153,2,A173,1,A192,A201,1,0,60+,Medium,8.13,3,3,2.71,Medium Risk
A11,30,A32,A42,6350,A65,A75,4,A93,A101,4,A122,31,A143,A152,1,A173,1,A191,A201,2,1,25-34,High,25.4,2,4,3.5,High Risk
A13,18,A32,A42,2864,A61,A73,2,A93,A101,1,A121,34,A143,A152,1,A172,2,A191,A201,2,1,25-34,Medium,5.73,2,1,1.53,Low Risk
A14,12,A34,A40,1255,A61,A75,4,A93,A101,4,A121,61,A143,A152,2,A172,1,A191,A201,1,0,60+,Low,5.02,1,3,1.68,Low Risk
A11,24,A33,A40,1333,A61,A71,4,A93,A101,2,A121,43,A143,A153,2,A173,2,A191,A201,2,1,35-44,Low,5.33,3,4,2.8,Medium Risk
A14,24,A34,A40,2022,A61,A73,4,A92,A101,4,A123,37,A143,A152,1,A173,1,A192,A201,1,0,35-44,Medium,8.09,1,3,1.91,Low Risk
A14,24,A32,A43,1552,A61,A74,3,A93,A101,1,A123,32,A141,A152,1,A173,2,A191,A201,1,0,25-34,Low,4.66,2,3,2.05,Medium Risk
A11,12,A31,A43,626,A61,A73,4,A92,A101,4,A121,24,A141,A152,1,A172,1,A191,A201,2,1,18-24,Low,2.5,3,4,2.59,Medium Risk
A14,48,A34,A41,8858,A65,A74,2,A93,A101,1,A124,35,A143,A153,2,A173,1,A192,A201,1,0,35-44,High,17.72,1,3,2.63,Medium Risk
A14,12,A34,A45,996,A65,A74,4,A92,A101,4,A121,23,A143,A152,2,A173,1,A191,A201,1,0,18-24,Low,3.98,1,3,1.6,Low Risk
A14,6,A31,A43,1750,A63,A75,2,A93,A101,4,A122,45,A141,A152,1,A172,2,A191,A201,1,0,45-59,Low,3.5,3,3,2.36,Medium Risk
A11,48,A32,A43,6999,A61,A74,1,A94,A103,1,A121,34,A143,A152,2,A173,1,A192,A201,2,1,25-34,High,7.0,2,4,2.52,Medium Risk
A12,12,A34,A40,1995,A62,A72,4,A93,A101,1,A123,27,A143,A152,1,A173,1,A191,A201,1,0,25-34,Low,7.98,1,2,1.6,Low Risk
A12,9,A32,A46,1199,A61,A74,4,A92,A101,4,A122,67,A143,A152,2,A174,1,A192,A201,1,0,60+,Low,4.8,2,2,1.76,Low Risk
A12,12,A32,A43,1331,A61,A72,2,A93,A101,1,A123,22,A142,A152,1,A173,1,A191,A201,2,1,18-24,Low,2.66,2,2,1.6,Low Risk
A12,18,A30,A40,2278,A62,A72,3,A92,A101,3,A123,28,A143,A152,2,A173,1,A191,A201,2,1,25-34,Medium,6.83,4,2,2.71,Medium Risk
A14,21,A30,A40,5003,A65,A73,1,A92,A101,4,A122,29,A141,A152,2,A173,1,A192,A201,2,1,25-34,High,5.0,4,3,2.88,Medium Risk
A11,24,A31,A42,3552,A61,A74,3,A93,A101,4,A123,27,A141,A152,1,A173,1,A191,A201,2,1,25-34,Medium,10.66,3,4,3.2,High Risk
A12,18,A34,A42,1928,A61,A72,2,A93,A101,2,A121,31,A143,A152,2,A172,1,A191,A201,2,1,25-34,Low,3.86,1,2,1.29,Low Risk
A11,24,A32,A41,2964,A65,A75,4,A93,A101,4,A124,49,A141,A153,1,A173,2,A192,A201,1,0,45-59,Medium,11.86,2,4,2.89,Medium Risk
A11,24,A31,A43,1546,A61,A74,4,A93,A103,4,A123,24,A141,A151,1,A172,1,A191,A201,2,1,18-24,Low,6.18,3,4,2.86,Medium Risk
A13,6,A33,A43,683,A61,A72,2,A92,A101,1,A122,29,A141,A152,1,A173,1,A191,A201,1,0,25-34,Low,1.37,3,1,1.6,Low Risk
A12,36,A32,A40,12389,A65,A73,1,A93,A101,4,A124,37,A143,A153,1,A173,1,A192,A201,2,1,35-44,High,12.39,2,2,2.33,Medium Risk
A12,24,A33,A49,4712,A65,A73,4,A93,A101,2,A122,37,A141,A152,2,A174,1,A192,A201,1,0,35-44,Medium,18.85,3,2,3.21,High Risk
A12,24,A33,A43,1553,A62,A74,3,A92,A101,2,A122,23,A143,A151,2,A173,1,A192,A201,1,0,18-24,Low,4.66,3,2,2.15,Medium Risk
A11,12,A32,A40,1372,A61,A74,2,A91,A101,3,A123,36,A143,A152,1,A173,1,A191,A201,2,1,35-44,Low,2.74,2,4,2.21,Medium Risk
A14,24,A34,A43,2578,A64,A75,2,A93,A101,2,A123,34,A143,A152,1,A173,1,A191,A201,1,0,25-34,Medium,5.16,1,3,1.69,Low Risk
A12,48,A32,A43,3979,A65,A74,4,A93,A101,1,A123,41,A143,A152,2,A173,2,A192,A201,1,0,35-44,Medium,15.92,2,2,2.59,Medium Risk
A11,48,A32,A43,6758,A61,A73,3,A92,A101,2,A123,31,A143,A152,1,A173,1,A192,A201,2,1,25-34,High,20.27,2,4,3.5,High Risk
A11,24,A32,A42,3234,A61,A72,4,A92,A101,4,A121,23,A143,A151,1,A172,1,A192,A201,2,1,18-24,Medium,12.94,2,4,2.97,Medium Risk
A14,30,A34,A43,5954,A61,A74,3,A93,A102,2,A123,38,A143,A152,1,A173,1,A191,A201,1,0,35-44,High,17.86,1,3,2.64,Medium Risk
A14,24,A32,A41,5433,A65,A71,2,A92,A101,4,A122,26,A143,A151,1,A174,1,A192,A201,1,0,25-34,High,10.87,2,3,2.52,Medium Risk
A11,15,A32,A49,806,A61,A73,4,A92,A101,4,A122,22,A143,A152,1,A172,1,A191,A201,1,0,18-24,Low,3.22,2,4,2.24,Medium Risk
A12,9,A32,A43,1082,A61,A75,4,A93,A101,4,A123,27,A143,A152,2,A172,1,A191,A201,1,0,25-34,Low,4.33,2,2,1.72,Low Risk
A14,15,A34,A42,2788,A61,A74,2,A92,A102,3,A123,24,A141,A152,2,A173,1,A191,A201,1,0,18-24,Medium,5.58,1,3,1.72,Low Risk
A12,12,A32,A43,2930,A61,A74,2,A92,A101,1,A121,27,A143,A152,1,A173,1,A191,A201,1,0,25-34,Medium,5.86,2,2,1.84,Low Risk
A14,24,A34,A46,1927,A65,A73,3,A92,A101,2,A123,33,A143,A152,2,A173,1,A192,A201,1,0,25-34,Low,5.78,1,3,1.73,Low Risk
A12,36,A34,A40,2820,A61,A72,4,A91,A101,4,A123,27,A143,A152,2,A173,1,A191,A201,2,1,25-34,Medium,11.28,1,2,1.85,Low Risk
A14,24,A32,A48,937,A61,A72,4,A94,A101,3,A123,27,A143,A152,2,A172,1,A191,A201,1,0,25-34,Low,3.75,2,3,1.98,Low Risk
A12,18,A34,A40,1056,A61,A75,3,A93,A103,3,A121,30,A141,A152,2,A173,1,A191,A201,2,1,25-34,Low,3.17,1,2,1.24,Low Risk
A12,12,A34,A40,3124,A61,A72,1,A93,A101,3,A121,49,A141,A152,2,A172,2,A191,A201,1,0,45-59,Medium,3.12,1,2,1.23,Low Risk
A14,9,A32,A42,1388,A61,A73,4,A92,A101,2,A121,26,A143,A151,1,A173,1,A191,A201,1,0,25-34,Low,5.55,2,3,2.12,Medium Risk
A12,36,A32,A45,2384,A61,A72,4,A93,A101,1,A124,33,A143,A151,1,A172,1,A191,A201,2,1,25-34,Medium,9.54,2,2,2.12,Medium Risk
A14,12,A32,A40,2133,A65,A75,4,A92,A101,4,A124,52,A143,A153,1,A174,1,A192,A201,1,0,45-59,Medium,8.53,2,3,2.34,Medium Risk
A11,18,A32,A42,2039,A61,A73,1,A92,A101,4,A121,20,A141,A151,1,A173,1,A191,A201,2,1,18-24,Medium,2.04,2,4,2.15,Medium Risk
A11,9,A34,A40,2799,A61,A73,2,A93,A101,2,A121,36,A143,A151,2,A173,2,A191,A201,1,0,35-44,Medium,5.6,1,4,2.02,Medium Risk
A11,12,A32,A42,1289,A61,A73,4,A93,A103,1,A122,21,A143,A152,1,A172,1,A191,A201,1,0,18-24,Low,5.16,2,4,2.39,Medium Risk
A11,18,A32,A44,1217,A61,A73,4,A94,A101,3,A121,47,A143,A152,1,A172,1,A192,A201,2,1,45-59,Low,4.87,2,4,2.37,Medium Risk
A11,12,A34,A42,2246,A61,A75,3,A93,A101,3,A122,60,A143,A152,2,A173,1,A191,A201,2,1,60+,Medium,6.74,1,4,2.11,Medium Risk
A11,12,A34,A43,385,A61,A74,4,A92,A101,3,A121,58,A143,A152,4,A172,1,A192,A201,1,0,45-59,Low,1.54,1,4,1.72,Low Risk
A12,24,A33,A40,1965,A65,A73,4,A92,A101,4,A123,42,A143,A151,2,A173,1,A192,A201,1,0,35-44,Low,7.86,3,2,2.39,Medium Risk
A14,21,A32,A49,1572,A64,A75,4,A92,A101,4,A121,36,A141,A152,1,A172,1,A191,A201,1,0,35-44,Low,6.29,2,3,2.17,Medium Risk
A12,24,A32,A40,2718,A61,A73,3,A92,A101,4,A122,20,A143,A151,1,A172,1,A192,A201,2,1,18-24,Medium,8.15,2,2,2.01,Medium Risk
A11,24,A31,A410,1358,A65,A75,4,A93,A101,3,A123,40,A142,A152,1,A174,1,A192,A201,2,1,35-44,Low,5.43,3,4,2.81,Medium Risk
A12,6,A31,A40,931,A62,A72,1,A92,A101,1,A122,32,A142,A152,1,A172,1,A191,A201,2,1,25-34,Low,0.93,3,2,1.87,Low Risk
A11,24,A32,A40,1442,A61,A74,4,A92,A101,4,A123,23,A143,A151,2,A173,1,A191,A201,2,1,18-24,Low,5.77,2,4,2.43,Medium Risk
A12,24,A30,A49,4241,A61,A73,1,A93,A101,4,A121,36,A143,A152,3,A172,1,A192,A201,2,1,35-44,Medium,4.24,4,2,2.52,Medium Risk
A14,18,A34,A40,2775,A61,A74,2,A93,A101,2,A122,31,A141,A152,2,A173,1,A191,A201,2,1,25-34,Medium,5.55,1,3,1.72,Low Risk
A14,24,A33,A49,3863,A61,A73,1,A93,A101,2,A124,32,A143,A153,1,A173,1,A191,A201,1,0,25-34,Medium,3.86,3,3,2.39,Medium Risk
A12,7,A32,A43,2329,A61,A72,1,A92,A103,1,A121,45,A143,A152,1,A173,1,A191,A201,1,0,45-59,Medium,2.33,2,2,1.57,Low Risk
A12,9,A32,A42,918,A61,A73,4,A92,A101,1,A122,30,A143,A152,1,A173,1,A191,A201,2,1,25-34,Low,3.67,2,2,1.68,Low Risk
A12,24,A31,A46,1837,A61,A74,4,A92,A101,4,A124,34,A141,A153,1,A172,1,A191,A201,2,1,25-34,Low,7.35,3,2,2.35,Medium Risk
A14,36,A32,A42,3349,A61,A73,4,A92,A101,2,A123,28,A143,A152,1,A174,1,A192,A201,2,1,25-34,Medium,13.4,2,3,2.7,Medium Risk
A13,10,A32,A42,1275,A61,A72,4,A92,A101,2,A122,23,A143,A152,1,A173,1,A191,A201,1,0,18-24,Low,5.1,2,1,1.48,Low Risk
A11,24,A31,A42,2828,A63,A73,4,A93,A101,4,A121,22,A142,A152,1,A173,1,A192,A201,1,0,18-24,Medium,11.31,3,4,3.25,High Risk
A14,24,A34,A49,4526,A61,A73,3,A93,A101,2,A121,74,A143,A152,1,A174,1,A192,A201,1,0,60+,Medium,13.58,1,3,2.32,Medium Risk
A12,36,A32,A43,2671,A62,A73,4,A92,A102,4,A124,50,A143,A153,1,A173,1,A191,A201,2,1,45-59,Medium,10.68,2,2,2.2,Medium Risk
A14,18,A32,A43,2051,A61,A72,4,A93,A101,1,A121,33,A143,A152,1,A173,1,A191,A201,1,0,25-34,Medium,8.2,2,3,2.32,Medium Risk
A14,15,A32,A41,1300,A65,A75,4,A93,A101,4,A124,45,A141,A153,1,A173,2,A191,A201,1,0,45-59,Low,5.2,2,3,2.09,Medium Risk
A11,12,A32,A44,741,A62,A71,4,A92,A101,3,A122,22,A143,A152,1,A173,1,A191,A201,2,1,18-24,Low,2.96,2,4,2.22,Medium Risk
A13,10,A32,A40,1240,A62,A75,1,A92,A101,4,A124,48,A143,A153,1,A172,2,A191,A201,2,1,45-59,Low,1.24,2,1,1.19,Low Risk
A11,21,A32,A43,3357,A64,A72,4,A92,A101,2,A123,29,A141,A152,1,A173,1,A191,A201,1,0,25-34,Medium,13.43,2,4,3.01,High Risk
A11,24,A31,A41,3632,A61,A73,1,A92,A103,4,A123,22,A141,A151,1,A173,1,A191,A202,1,0,18-24,Medium,3.63,3,4,2.67,Medium Risk
A14,18,A33,A42,1808,A61,A74,4,A92,A101,1,A121,22,A143,A152,1,A173,1,A191,A201,2,1,18-24,Low,7.23,3,3,2.64,Medium Risk
A12,48,A30,A49,12204,A65,A73,2,A93,A101,2,A123,48,A141,A152,1,A174,1,A192,A201,1,0,45-59,High,24.41,4,2,3.7,High Risk
A12,60,A33,A43,9157,A65,A73,2,A93,A101,2,A124,27,A143,A153,1,A174,1,A191,A201,1,0,25-34,High,18.31,3,2,3.17,High Risk
A11,6,A34,A40,3676,A61,A73,1,A93,A101,3,A121,37,A143,A151,3,A173,2,A191,A201,1,0,35-44,Medium,3.68,1,4,1.88,Low Risk
A12,30,A32,A42,3441,A62,A73,2,A92,A102,4,A123,21,A143,A151,1,A173,1,A191,A201,2,1,18-24,Medium,6.88,2,2,1.92,Low Risk
A14,12,A32,A40,640,A61,A73,4,A91,A101,2,A121,49,A143,A152,1,A172,1,A191,A201,1,0,45-59,Low,2.56,2,3,1.89,Low Risk
A12,21,A34,A49,3652,A61,A74,2,A93,A101,3,A122,27,A143,A152,2,A173,1,A191,A201,1,0,25-34,Medium,7.3,1,2,1.55,Low Risk
A14,18,A34,A40,1530,A61,A73,3,A93,A101,2,A122,32,A141,A152,2,A173,1,A191,A201,2,1,25-34,Low,4.59,1,3,1.64,Low Risk
A14,48,A32,A49,3914,A65,A73,4,A91,A101,2,A121,38,A141,A152,1,A173,1,A191,A201,2,1,35-44,Medium,15.66,2,3,2.87,Medium Risk
A11,12,A32,A42,1858,A61,A72,4,A92,A101,1,A123,22,A143,A151,1,A173,1,A191,A201,1,0,18-24,Low,7.43,2,4,2.56,Medium Risk
A11,18,A32,A43,2600,A61,A73,4,A93,A101,4,A124,65,A143,A153,2,A173,1,A191,A201,2,1,60+,Medium,10.4,2,4,2.78,Medium Risk
A14,15,A32,A43,1979,A65,A75,4,A93,A101,2,A123,35,A143,A152,1,A173,1,A191,A201,1,0,35-44,Low,7.92,2,3,2.29,Medium Risk
A13,6,A32,A42,2116,A61,A73,2,A93,A101,2,A121,41,A143,A152,1,A173,1,A192,A201,1,0,35-44,Medium,4.23,2,1,1.42,Low Risk
A12,9,A31,A40,1437,A62,A74,2,A93,A101,3,A124,29,A143,A152,1,A173,1,A191,A201,2,1,25-34,Low,2.87,3,2,2.02,Medium Risk
A14,42,A34,A42,4042,A63,A73,4,A93,A101,4,A121,36,A143,A152,2,A173,1,A192,A201,1,0,35-44,Medium,16.17,1,3,2.51,Medium Risk
A14,9,A32,A46,3832,A65,A75,1,A93,A101,4,A121,64,A143,A152,1,A172,1,A191,A201,1,0,60+,Medium,3.83,2,3,1.99,Low Risk
A11,24,A32,A43,3660,A61,A73,2,A92,A101,4,A123,28,A143,A152,1,A173,1,A191,A201,1,0,25-34,Medium,7.32,2,4,2.55,Medium Risk
A11,18,A31,A42,1553,A61,A73,4,A93,A101,3,A123,44,A141,A152,1,A173,1,A191,A201,2,1,35-44,Low,6.21,3,4,2.87,Medium Risk
A12,15,A32,A43,1444,A65,A72,4,A93,A101,1,A122,23,A143,A152,1,A173,1,A191,A201,1,0,18-24,Low,5.78,2,2,1.83,Low Risk
A14,9,A32,A42,1980,A61,A72,2,A92,A102,2,A123,19,A143,A151,2,A173,1,A191,A201,2,1,18-24,Low,3.96,2,3,2.0,Medium Risk
A12,24,A32,A40,1355,A61,A72,3,A92,A101,4,A123,25,A143,A152,1,A172,1,A192,A201,2,1,25-34,Low,4.07,2,2,1.71,Low Risk
A14,12,A32,A46,1393,A61,A75,4,A93,A101,4,A122,47,A141,A152,3,A173,2,A192,A201,1,0,45-59,Low,5.57,2,3,2.12,Medium Risk
A14,24,A32,A43,1376,A63,A74,4,A92,A101,1,A123,28,A143,A152,1,A173,1,A191,A201,1,0,25-34,Low,5.5,2,3,2.11,Medium Risk
A14,60,A33,A43,15653,A61,A74,2,A93,A101,4,A123,21,A143,A152,2,A173,1,A192,A201,1,0,18-24,High,31.31,3,3,3.6,High Risk
A14,12,A32,A43,1493,A61,A72,4,A92,A101,3,A123,34,A143,A152,1,A173,2,A191,A201,1,0,25-34,Low,5.97,2,3,2.15,Medium Risk
A11,42,A33,A43,4370,A61,A74,3,A93,A101,2,A122,26,A141,A152,2,A173,2,A192,A201,2,1,25-34,Medium,13.11,3,4,3.38,High Risk
A11,18,A32,A46,750,A61,A71,4,A92,A101,1,A121,27,A143,A152,1,A171,1,A191,A201,2,1,25-34,Low,3.0,2,4,2.22,Medium Risk
A12,15,A32,A45,1308,A61,A75,4,A93,A101,4,A123,38,A143,A152,2,A172,1,A191,A201,1,0,35-44,Low,5.23,2,2,1.79,Low Risk
A14,15,A32,A46,4623,A62,A73,3,A93,A101,2,A122,40,A143,A152,1,A174,1,A192,A201,2,1,35-44,Medium,13.87,2,3,2.74,Medium Risk
A14,24,A34,A43,1851,A61,A74,4,A94,A103,2,A123,33,A143,A152,2,A173,1,A192,A201,1,0,25-34,Low,7.4,1,3,1.86,Low Risk
A11,18,A34,A43,1880,A61,A74,4,A94,A101,1,A122,32,A143,A152,2,A174,1,A192,A201,1,0,25-34,Low,7.52,1,4,2.16,Medium Risk
A14,36,A33,A49,7980,A65,A72,4,A93,A101,4,A123,27,A143,A151,2,A173,1,A192,A201,2,1,25-34,High,31.92,3,3,3.6,High Risk
A11,30,A30,A42,4583,A61,A73,2,A91,A103,2,A121,32,A143,A152,2,A173,1,A191,A201,1,0,25-34,Medium,9.17,4,4,3.49,High Risk
A14,12,A32,A40,1386,A63,A73,2,A92,A101,2,A122,26,A143,A152,1,A173,1,A191,A201,2,1,25-34,Low,2.77,2,3,1.91,Low Risk
A13,24,A32,A40,947,A61,A74,4,A93,A101,3,A124,38,A141,A153,1,A173,2,A191,A201,2,1,35-44,Low,3.79,2,1,1.38,Low Risk
A11,12,A32,A46,684,A61,A73,4,A93,A101,4,A123,40,A143,A151,1,A172,2,A191,A201,2,1,35-44,Low,2.74,2,4,2.21,Medium Risk
A11,48,A32,A46,7476,A61,A74,4,A93,A101,1,A124,50,A143,A153,1,A174,1,A192,A201,1,0,45-59,High,29.9,2,4,3.5,High Risk
A12,12,A32,A42,1922,A61,A73,4,A93,A101,2,A122,37,A143,A152,1,A172,1,A191,A201,2,1,35-44,Low,7.69,2,2,1.98,Low Risk
A11,24,A32,A40,2303,A61,A75,4,A93,A102,1,A121,45,A143,A152,1,A173,1,A191,A201,2,1,45-59,Medium,9.21,2,4,2.69,Medium Risk
A12,36,A33,A40,8086,A62,A75,2,A93,A101,4,A123,42,A143,A152,4,A174,1,A192,A201,2,1,35-44,High,16.17,3,2,3.01,High Risk
A14,24,A34,A41,2346,A61,A74,4,A93,A101,3,A123,35,A143,A152,2,A173,1,A192,A201,1,0,35-44,Medium,9.38,1,3,2.0,Medium Risk
A11,14,A32,A40,3973,A61,A71,1,A93,A101,4,A124,22,A143,A153,1,A173,1,A191,A201,1,0,18-24,Medium,3.97,2,4,2.3,Medium Risk
A12,12,A32,A40,888,A61,A75,4,A93,A101,4,A123,41,A141,A152,1,A172,2,A191,A201,2,1,35-44,Low,3.55,2,2,1.67,Low Risk
A14,48,A32,A43,10222,A65,A74,4,A93,A101,3,A123,37,A142,A152,1,A173,1,A192,A201,1,0,35-44,High,40.89,2,3,3.2,High Risk
A12,30,A30,A49,4221,A61,A73,2,A92,A101,1,A123,28,A143,A152,2,A173,1,A191,A201,1,0,25-34,Medium,8.44,4,2,2.83,Medium Risk
A12,18,A34,A42,6361,A61,A75,2,A93,A101,1,A124,41,A143,A152,1,A173,1,A192,A201,1,0,35-44,High,12.72,1,2,1.95,Low Risk
